ID,CardID,rooms
181B12,0x4bca64495a7c34,"0,0,0,1,1,1"
181B13,0x1bd9b10dc7259d,"0,1,0,1,1,1"
181B14,0x600535f9a6e8f9,"0,1,0,1,0,0"
181B15,0x86bdb2952f3597,"1,0,1,1,0,0"
181B16,0x1254d83f434eb1,"0,0,0,1,1,0"
181B17,0x73bcd2351e4227,"1,0,0,0,1,1"
181B18,0xc354067d3dd790,"0,1,0,1,0,1"
181B19,0x8efab23059cd60,"0,0,1,1,1,0"
181B20,0x134e1948f9d496f,"1,1,0,1,1,0"
181B21,0x840dea2b082a7b,"1,1,0,1,0,0"
181B22,0x11b5187dfaa7ae6,"0,1,1,0,0,1"
181B23,0x81120cfc2f94db,"0,0,1,1,0,0"
181B24,0x1201dd358a2a78b,"1,1,0,0,1,1"
181B25,0xa4550f24609e8a,"1,1,1,0,0,1"
181B26,0x142debf7c647220,"1,0,0,0,0,1"
181B27,0x141199e34710314,"1,1,0,0,1,1"
181B28,0x12f97214649b3e7,"0,1,1,1,0,1"
181B29,0x4fe181bf5b9c61,"0,0,0,0,1,1"
181B30,0x1440a910081adc7,"1,0,1,1,0,1"
181B31,0x414c43c408c3e7,"0,1,0,1,1,0"
181B32,0xa8460cc53c6d81,"0,1,1,0,1,0"
181B33,0x12613da6a27a5ae,"1,0,1,0,1,0"
181B34,0x3ab1b20d2ccc8e,"0,1,0,0,0,0"
181B35,0x7949f57f2a6739,"1,0,0,1,0,0"
181B36,0xd9e9287a51348e,"0,1,1,0,0,1"
181B37,0x4c6a17c085c4ba,"1,1,1,1,1,1"
181B38,0x21e9bc89ddd193,"0,0,0,0,1,1"
181B39,0x158ccddd8a84aa8,"1,0,1,0,0,1"
181B40,0x34d3c3d61e87df,"1,0,0,1,0,1"
181B41,0x6a91ae4b649692,"1,1,1,1,1,0"
181B42,0xc3f5e60255a2d3,"0,0,0,1,0,0"
181B43,0x135295bfd15edc,"1,0,0,0,0,1"
181B44,0x7c8b295a46b38e,"0,0,0,1,1,1"
181B45,0x6d41acee4e8a15,"0,1,1,0,1,0"
181B46,0x160d47b8f7c7a42,"0,0,1,0,0,0"
181B47,0x13ab0375aa8502,"1,0,0,1,0,1"
181B48,0x1066f10c57b24a9,"1,1,1,0,0,1"
181B49,0x10c1cc073796b21,"0,1,1,1,0,1"
181A0,0x79c48976e5b59c,"0,1,0,1,0,0"
181A1,0xe276a7e09d889,"1,1,1,1,1,0"
181A2,0x4509c84fc042c1,"0,0,0,1,0,0"
181A3,0xc3cbc86b661b7d,"1,0,1,0,1,0"
181A4,0x135a4b3f3fd466d,"1,1,1,1,0,0"
181A5,0x1fd740446285e5,"1,1,0,1,0,0"
181A6,0x17580e213016d1,"1,0,0,0,1,1"
181A7,0x9a2093f682abea,"0,1,0,0,0,1"
181A8,0x2866e59a86265f,"0,1,0,1,1,0"
181A9,0x1009e8cb61b1d9d,"1,1,0,0,1,0"
181A10,0xf129d85f0cbef8,"0,0,1,1,1,1"
181A11,0xc50958e885bee6,"1,1,0,1,1,0"
181A12,0xdcdfb5b46ea06c,"1,0,1,1,0,0"
181A13,0x125cd596c750d0a,"1,1,1,1,0,1"
181A14,0x128309fa710f7c9,"0,0,1,0,1,1"
181A15,0x1a58961d43d8ab,"1,0,0,0,0,1"
181A16,0xc31cda2d55a8a2,"1,1,0,0,0,1"
181A17,0x34d487b88dec87,"1,1,1,0,0,1"
181A18,0xe1e0697fb02fa3,"1,1,0,0,1,1"
181A19,0x8a4d7aa164b524,"1,0,1,0,1,0"
181A20,0x81eac33656cf3a,"1,0,1,1,1,1"
181A21,0x133fddb181cbe8a,"0,1,1,1,0,1"
181A22,0x139e9a9418dda88,"1,0,0,0,0,0"
181A23,0xe5aaad34de43f,"1,0,0,0,1,0"
181A24,0x6665a284174c20,"0,0,1,0,0,1"
181A25,0xcd50e27777b3be,"0,0,1,0,1,0"
181A26,0xb5a010adcec5cf,"0,1,0,1,1,1"
181A27,0x3834c183d26211,"0,1,0,0,1,0"
181A28,0xc793b3d8b9acfc,"0,0,0,1,1,1"
181A29,0x2f1918a0b7a2af,"0,0,1,0,1,1"
181A30,0xe2c43b5ff70f61,"1,0,0,0,0,1"
181A31,0x139e0decf645250,"1,1,1,0,1,0"
181A32,0xda9e97ee51e889,"1,0,0,1,1,1"
181A33,0x1503b80820868cb,"0,0,1,1,1,0"
181A34,0xbf9550078c3711,"0,1,1,0,1,0"
181A35,0xe2f65a8ff2ef9a,"1,0,0,1,0,1"
181A36,0x1f453380045d71,"1,1,1,0,1,1"
181A37,0x7191bf87528940,"1,1,0,0,1,1"
181A38,0x5e68d10cd9426e,"1,1,1,0,0,1"
181A39,0x1257124d2db1001,"0,1,0,0,1,0"
181A40,0x1a0659170e3735,"1,0,0,0,0,1"
181A41,0x266e015a440c87,"0,0,1,1,0,0"
181A42,0x109e5b705d83cef,"1,0,0,0,1,0"
181A43,0x28093308a7c0ae,"0,1,0,0,0,1"
181A44,0x14b21c11260be0b,"0,1,1,0,1,0"
181A45,0x4bcd6c1e682882,"0,1,1,1,0,0"
181A46,0x154f2990a8f6237,"1,0,0,1,1,1"
181A47,0x5fe9c79bf7997a,"0,1,0,1,1,1"
181A48,0xa42776177109d4,"0,0,0,0,0,1"
181A49,0xe766c24baa87f4,"0,0,1,0,1,0"
181C0,0x847c163a297877,"0,1,1,1,0,0"
181C1,0x985b9e8b3c9006,"1,1,1,0,1,0"
181C2,0x56f14237bc1d9e,"1,0,1,0,1,1"
181C3,0x63a4fd8769ee48,"0,0,1,0,1,0"
181C4,0xa06a4734d724e5,"0,1,1,0,0,1"
181C5,0x11d505d7dfa963,"1,1,0,0,0,1"
181C6,0xee9587fa83b74d,"0,0,0,1,1,0"
181C7,0x13ffbea19be82f1,"0,0,0,1,0,0"
181C8,0xa7494ca496e2b1,"0,0,0,0,0,0"
181C9,0x14a3fd7385d9f8,"1,1,1,0,1,1"
181C10,0xeac0c55dab0531,"0,0,0,0,1,1"
181C11,0x6a025883c33c99,"0,0,1,0,1,0"
181C12,0x1fa068604717e2,"0,0,1,0,0,1"
181C13,0x7af5107abad563,"1,1,1,0,1,1"
181C14,0x2950ea3759a892,"0,0,1,0,0,1"
181C15,0x14f6ab918062eee,"0,1,1,0,0,0"
181C16,0x25d762d40f2fed,"0,0,1,0,1,0"
181C17,0xf867ecd81fc44a,"1,0,0,0,0,0"
181C18,0x5a128b64a05454,"0,0,0,0,0,1"
181C19,0xf52ca4f3955e0f,"1,0,0,1,0,1"
181C20,0xc512e6f014ec63,"1,0,1,1,0,1"
181C21,0xb3d4b98b06a7b1,"1,0,1,1,1,0"
181C22,0x8b210b5286936,"0,0,1,1,1,0"
181C23,0x12ae99bb3c57fbd,"1,1,1,1,0,1"
181C24,0x5650439bb174fa,"1,0,1,0,1,0"
181C25,0x54597ff4d83370,"1,0,0,0,0,0"
181C26,0xaf2e6c76f4d8fc,"0,1,1,0,1,0"
181C27,0x22eea23cf05fd6,"0,0,1,0,0,0"
181C28,0x30342e14af348d,"0,0,0,1,1,1"
181C29,0x87c351fbbfa0a8,"1,1,0,1,1,0"
181C30,0xd69c2d5c268d8,"1,1,1,0,1,0"
181C31,0x10a20aa06187282,"0,0,1,0,1,1"
181C32,0x901c6224128dcf,"1,0,1,1,1,1"
181C33,0x15eedadd981ec4f,"1,0,0,1,1,0"
181C34,0x99d385277184ce,"1,1,1,1,1,1"
181C35,0xe841ba306eca49,"0,1,0,1,0,1"
181C36,0x289b5d35e4e009,"1,1,1,0,1,0"
181C37,0x65ba7df2cefbc5,"1,1,0,0,1,1"
181C38,0xca6e5e8e1a4382,"1,1,0,0,1,1"
181C39,0x4e9f48cd23d287,"1,0,1,1,0,0"
181C40,0x76b608cb9a0f17,"0,0,1,1,1,1"
181C41,0x1552bc41f2ca381,"1,0,0,1,1,1"
181C42,0x106de50cd6c7f5f,"1,1,1,1,1,0"
181C43,0xacf9823baf49be,"0,0,1,1,1,1"
181C44,0x3b702b8bf1f0cf,"0,0,1,0,0,0"
181C45,0x2fb0e5eadf5c7c,"0,1,0,1,1,1"
181C46,0x3a1e5fe8fc2ea5,"0,1,1,0,1,1"
181C47,0xfe493475fadeef,"0,0,1,1,1,1"
181C48,0xb36aa405d363bf,"0,1,0,1,1,0"
181C49,0xb5124d908f08e0,"1,1,0,1,1,1"
182B0,0xa380eb45aba1ee,"0,0,1,1,0,1"
182B1,0x36642d46ce298a,"1,1,1,1,0,1"
182B2,0xdf0b88016a0f4c,"1,0,1,1,1,1"
182B3,0x40558eab125bb1,"1,1,1,0,1,1"
182B4,0x141dadfcc2176aa,"0,1,0,1,0,0"
182B5,0x7813bffc4674f9,"0,0,0,0,1,0"
182B6,0x123afd1cf4dbdbd,"1,0,1,0,0,1"
182B7,0xcabb141b0b2806,"1,0,0,0,0,1"
182B8,0x4e2803d692bf70,"0,0,1,1,1,0"
182B9,0x513c4e369464d5,"1,0,0,0,1,0"
182B10,0x1213f15696a6359,"1,1,1,1,1,0"
182B11,0x6f54a2c2049e87,"1,1,1,0,1,0"
182B12,0x1cfbeaaa3b206c,"1,0,1,1,1,0"
182B13,0x6a4fe44f1a01d0,"1,0,1,0,0,0"
182B14,0x504c2b4a3210cd,"1,0,0,1,0,0"
182B15,0x78a53f0dee3a24,"1,0,0,1,1,1"
182B16,0xaefbffcb4f13e2,"0,1,1,0,1,1"
182B17,0x8f58712b39bb86,"0,1,1,0,1,0"
182B18,0xae66d1b1eb702c,"1,1,1,1,1,1"
182B19,0x7d727d0ee848e1,"0,1,0,0,0,0"
182B20,0x49040eaa8d576e,"1,1,0,1,0,1"
182B21,0xbcadae933f8200,"0,0,1,0,1,1"
182B22,0x1b03456e56e0bb,"1,0,0,0,0,0"
182B23,0xf432d9ac263745,"0,0,1,1,1,0"
182B24,0x1fc8378a21a34d,"1,0,1,0,1,1"
182B25,0xd90d5d6922a78,"0,1,0,0,1,1"
182B26,0x530fae1ecfe223,"0,1,0,1,0,1"
182B27,0x3c2d146365104b,"0,0,1,0,1,1"
182B28,0x4bcc920fe14ff2,"0,1,0,0,1,1"
182B29,0x15e09eb2b41739,"1,0,0,1,0,1"
182B30,0x5b4315b14b831c,"1,0,1,0,1,0"
182B31,0xa892af1ad15419,"0,0,0,1,0,0"
182B32,0xe737a36c26f9c8,"1,0,0,1,0,1"
182B33,0x12703dca84aab25,"0,1,0,0,1,1"
182B34,0x84e7518d5f69c0,"1,0,0,1,1,0"
182B35,0xe9f5078e54deb2,"0,0,0,1,1,1"
182B36,0x13f8734e7a62488,"1,0,1,0,0,0"
182B37,0x6296c391777e7b,"1,0,1,0,1,0"
182B38,0x7c8ee30dbe0baa,"0,1,0,0,1,0"
182B39,0x8926ba7312310d,"1,1,0,0,1,0"
182B40,0xd4d1b10a107fe9,"0,0,1,0,1,0"
182B41,0xd5f193c589846e,"1,1,1,1,0,1"
182B42,0xd90c753f28cbea,"1,0,0,0,0,1"
182B43,0x77295eac706939,"1,0,1,0,1,1"
182B44,0x12f3dbc76e89dd0,"0,0,1,1,1,1"
182B45,0xcb85b06cedfc25,"1,0,0,1,1,0"
182B46,0x37e7873e90dc67,"0,1,1,1,0,0"
182B47,0x15ca23041704982,"0,1,1,1,1,0"
182B48,0xf343fdbc35ebd1,"0,0,0,1,1,1"
182B49,0x148535ba5c1a3c9,"0,1,1,0,1,0"
182A0,0xf527e609d1fc97,"1,1,0,0,1,0"
182A1,0x4017f7eeea82d,"0,0,0,1,0,1"
182A2,0x101fc6c2cfc3516,"0,0,0,0,0,0"
182A3,0x9c14e3eff44a86,"1,1,1,0,0,0"
182A4,0x87d69e032255f2,"1,1,1,1,0,0"
182A5,0x405d08c5ea34be,"0,0,1,0,1,0"
182A6,0x987a4e613c19ce,"1,0,0,0,1,1"
182A7,0x130ef5f8e018baf,"1,0,1,0,1,0"
182A8,0x978dd4acff600c,"1,1,1,0,1,1"
182A9,0xa37571149f66cd,"1,1,1,0,0,1"
182A10,0x11370eb1283b0a7,"0,0,0,0,0,1"
182A11,0xbbc260aed8f8e6,"1,0,1,0,0,0"
182A12,0x9716701eb03dff,"1,1,1,1,0,1"
182A13,0x12bc37e33f0541a,"1,0,0,1,1,1"
182A14,0x50a76d2513938,"1,0,0,1,1,0"
182A15,0x9e87fdc38687de,"0,1,1,0,1,0"
182A16,0xbd50e46da57e77,"1,0,0,0,0,0"
182A17,0x2bcbd160d69c41,"0,0,0,1,0,0"
182A18,0xb4e9330cd24a2c,"1,1,1,1,0,0"
182A19,0xc52e259905ba2f,"0,0,1,0,1,1"
182A20,0x8a700ee0c22b69,"0,0,0,0,1,1"
182A21,0xf5d9b6169686d9,"0,1,0,1,1,0"
182A22,0x540ce85c91b9d5,"1,1,1,0,0,0"
182A23,0xe74cb6e077c2af,"1,1,1,1,1,1"
182A24,0x14f60c00eff11d9,"0,0,0,0,0,0"
182A25,0xc88596d3b1d0b,"1,1,0,0,0,1"
182A26,0x3a6af32b3fea4c,"1,0,1,0,1,1"
182A27,0x8ab272ff31c291,"1,0,0,1,0,0"
182A28,0x100c241532e03f1,"1,0,1,0,0,1"
182A29,0x5d066110ffd569,"1,0,1,0,0,1"
182A30,0x50b6d655bad4d9,"1,1,0,1,1,0"
182A31,0x141d1a5f04a4234,"0,1,0,1,1,1"
182A32,0x1d1eb4e21ffae3,"1,1,1,0,1,0"
182A33,0x161d1f5a1caef0b,"0,1,1,1,1,0"
182A34,0x101333690d6c50b,"0,1,1,1,0,0"
182A35,0x1cd28f33ea6202,"0,1,0,0,0,1"
182A36,0x6f80903880a2fa,"0,0,0,0,0,0"
182A37,0x104979171f594c,"0,1,0,0,1,1"
182A38,0x40ce3f1b920bd4,"1,0,0,1,0,1"
182A39,0x12ed70d1286eda8,"0,1,1,1,0,0"
182A40,0x7c07283f807f40,"1,1,0,0,1,1"
182A41,0x1279d3ec26d29f2,"0,0,0,0,0,0"
182A42,0x13d4ecb3bde98be,"0,1,0,0,0,1"
182A43,0x12e12ea653a640b,"0,0,1,1,1,0"
182A44,0x24cdc10c9abe96,"1,0,1,0,1,0"
182A45,0xdc870c69265565,"0,0,1,0,0,0"
182A46,0x12b94ff57910f2a,"0,1,0,1,0,1"
182A47,0x164ab3f0b0aa29,"0,1,1,1,0,0"
182A48,0x15b2f4c824f400a,"1,0,0,1,0,1"
182A49,0xb9e64299dde818,"1,0,0,1,0,0"
182C0,0x584f3d6abd6e3e,"1,0,0,0,1,1"
182C1,0x80e8a237f3c811,"0,1,0,1,1,0"
182C2,0x437f7efc9fa0d2,"1,1,0,1,0,0"
182C3,0x34260591eff0df,"0,1,1,0,1,0"
182C4,0x3f43f76cf3a53,"0,1,1,0,1,0"
182C5,0x49414cf2e02d0b,"1,0,1,1,0,0"
182C6,0x1f4682200a1fa4,"1,0,1,0,1,0"
182C7,0xaa9b52a1d14537,"1,1,1,0,0,0"
182C8,0x133fe39ab1267c2,"0,1,0,0,1,0"
182C9,0x10eb547f7bbb4c7,"1,1,0,1,0,0"
182C10,0xd7311bc12753fd,"1,1,0,1,0,1"
182C11,0x3183562f63934f,"0,1,0,0,1,1"
182C12,0x1610dc1d75812a5,"0,1,1,0,1,1"
182C13,0x12840f0bb9105ca,"0,1,1,1,1,0"
182C14,0x71e8f726fb9783,"1,1,1,0,0,1"
182C15,0x1610a831410826e,"1,1,1,1,1,0"
182C16,0x138cbc7d564ff94,"0,1,1,1,1,1"
182C17,0xc267d51dc6d4c0,"0,1,0,0,0,1"
182C18,0x56498efc92494b,"0,0,1,0,1,0"
182C19,0xc10ce4d6c35ebb,"0,0,1,0,1,0"
182C20,0x11ead3af62044c4,"1,0,1,1,1,1"
182C21,0xa2351903febafd,"0,1,0,0,0,1"
182C22,0xb7a93fe9368d98,"1,1,1,0,1,1"
182C23,0x11eb397083336fa,"0,0,0,1,0,1"
182C24,0x30bc96e652fed6,"0,1,1,0,0,1"
182C25,0x119fa82efb46c52,"0,1,0,0,0,1"
182C26,0x10ac188123ad621,"0,0,0,0,0,1"
182C27,0x68750390871819,"1,1,1,0,0,1"
182C28,0xae56f7d236babd,"1,1,1,1,1,1"
182C29,0x1553f49b8ac2f9f,"1,1,0,0,0,0"
182C30,0xa7595653559a34,"1,0,1,1,1,1"
182C31,0xc73b2d081044ed,"0,0,1,1,1,1"
182C32,0xc0359c8d79812f,"0,1,1,0,0,0"
182C33,0x1449fd4e12762af,"0,0,0,1,1,0"
182C34,0x968167dc711331,"0,1,0,1,0,1"
182C35,0x133f27615990ca8,"1,0,1,1,0,0"
182C36,0x3ceb5397c234b1,"0,1,1,1,0,1"
182C37,0xdbf1f9a5a9b67d,"0,0,1,0,0,0"
182C38,0x3bf2e3abe8f3dc,"1,1,0,0,0,1"
182C39,0x537edf087311d8,"0,1,0,0,0,0"
182C40,0x550e8649e4690c,"1,1,1,1,0,1"
182C41,0x102c4117ac278cc,"1,1,1,0,1,0"
182C42,0x16dfee957f02f4,"0,1,1,0,0,1"
182C43,0x1416387c20a8da2,"0,0,1,1,0,1"
182C44,0x140f96d110e1f0,"0,1,1,1,1,1"
182C45,0xa28e62d110ea15,"1,0,1,1,0,1"
182C46,0x38bd1fa7c8dd34,"0,0,0,0,1,0"
182C47,0x68a4ba70d5d713,"1,1,1,0,1,0"
182C48,0x14577eacf9052d1,"0,1,0,1,1,0"
182C49,0x15bc7e6e0a850f8,"0,0,0,1,0,0"
183B0,0xe07536bacf7c8,"0,0,1,1,0,1"
183B1,0xc44ed797cd4a44,"0,0,0,0,1,0"
183B2,0x29e3a430b0cde,"1,1,1,1,1,1"
183B3,0xfe2f582b7e6e04,"0,0,1,0,1,1"
183B4,0x152442507b30378,"1,0,1,1,1,1"
183B5,0xbf1176f11c74d4,"1,0,1,1,0,1"
183B6,0x8815a0e1e6aaa2,"0,0,1,0,1,1"
183B7,0x1f280215bc8b07,"0,1,1,1,0,0"
183B8,0x79189cabac9dc0,"0,1,0,0,0,1"
183B9,0x3003c937b37b94,"1,1,1,1,0,0"
183B10,0xcbe0dbe780bc87,"0,0,0,0,0,0"
183B11,0x1467ad3dd3f457a,"1,0,0,0,0,1"
183B12,0xdc08f818493358,"1,0,1,0,1,0"
183B13,0xd4413403d711a4,"1,1,1,0,0,1"
183B14,0x5bba71a21670cb,"1,1,0,1,0,1"
183B15,0x6ecd2fe95a4d95,"0,0,1,0,1,0"
183B16,0x1222cc8804441d8,"1,0,1,0,1,0"
183B17,0x1303a9594ce786f,"0,1,0,0,0,1"
183B18,0x4140602c04edb8,"0,0,1,1,0,0"
183B19,0xcada9b4db79d3,"0,1,0,1,1,0"
183B20,0x81308df2cb2b21,"1,1,0,1,1,1"
183B21,0x162ee267a33a902,"1,0,1,1,1,0"
183B22,0x5424586e54149c,"1,1,0,0,0,1"
183B23,0x144613aed6f4cd8,"1,0,0,0,0,1"
183B24,0x1aa5691ced7a8a,"0,1,1,0,0,0"
183B25,0x40288eafd32b70,"1,0,0,0,1,1"
183B26,0x14484e41ef1f071,"1,1,0,1,0,0"
183B27,0x11056dbbad8128b,"1,1,1,0,1,1"
183B28,0xabc31a98234dbc,"1,0,1,0,1,1"
183B29,0x94c9febba88e81,"0,0,1,0,0,0"
183B30,0x13512b1e0173963,"1,0,1,0,1,1"
183B31,0x578dfff1d9c26e,"1,1,1,1,1,0"
183B32,0x9e0f2562f517b,"0,0,1,1,0,1"
183B33,0x627aab39793f2b,"0,1,0,1,0,0"
183B34,0xc8f2ced0341a1b,"0,0,1,1,0,1"
183B35,0xa17a517fecbb8f,"1,0,0,1,1,1"
183B36,0x152a728a8c4ac8b,"0,1,1,0,0,0"
183B37,0x1c2089871fb25d,"1,1,1,1,1,1"
183B38,0xc09a03988a03b6,"0,0,0,1,1,1"
183B39,0x3c5a7545b7cf38,"0,1,1,1,1,1"
183B40,0x12802bc909b3a36,"1,1,1,0,1,1"
183B41,0x902f47689dfab3,"0,0,1,0,0,1"
183B42,0x6f7cc76e2429ad,"0,1,1,0,0,1"
183B43,0x8a9a4ad310eaae,"0,0,0,1,1,1"
183B44,0x614b9ea603a53c,"0,0,0,1,1,1"
183B45,0xb9b9770a6f21be,"1,0,0,0,0,0"
183B46,0x7746525cbf8611,"0,0,1,0,0,1"
183B47,0x1589c1d41376da2,"1,0,0,1,1,1"
183B48,0xb77b5a02af86fd,"1,0,0,0,1,0"
183B49,0x41e0c36d78c84,"1,0,1,0,0,1"
183A0,0x2e44e72045f19d,"1,1,1,0,1,0"
183A1,0x48963b770de855,"1,0,1,1,0,1"
183A2,0x95d7b870123b47,"0,1,1,1,1,0"
183A3,0x13bc96a088a1445,"1,1,0,0,1,1"
183A4,0xb718cc2340135,"1,1,1,0,1,0"
183A5,0xaf2f0c1028362d,"0,0,0,0,1,0"
183A6,0xf1d801c38a298e,"0,0,0,0,1,0"
183A7,0x352942feeea3c0,"0,1,1,0,0,0"
183A8,0x1234ce648254116,"0,0,0,1,0,1"
183A9,0xe9c10564d6bf89,"0,1,0,0,0,1"
183A10,0x43835c1e1f865f,"1,0,0,0,1,1"
183A11,0xb6c27bb27df479,"1,0,1,0,1,1"
183A12,0x7ad62325b8aca8,"1,0,0,0,0,1"
183A13,0x69472900200822,"1,1,0,0,0,0"
183A14,0x163385b5d91c25d,"0,1,0,1,0,1"
183A15,0x132a31a62d5f329,"1,1,0,1,0,1"
183A16,0xcc4ea24837984,"0,1,1,0,0,1"
183A17,0x15f9f8bf986e640,"1,0,1,0,1,1"
183A18,0xc82de37e0e8b14,"1,0,1,0,0,1"
183A19,0x14aab534accba89,"1,1,1,1,1,0"
183A20,0x1172770cf4962c9,"1,0,1,0,0,1"
183A21,0x1379dfd4e50fcfa,"0,0,0,1,0,0"
183A22,0x11c05ec9246d9f8,"0,1,1,1,0,1"
183A23,0x8f0ddd2f125101,"1,0,0,0,1,1"
183A24,0xb8c2801685ccb0,"0,0,0,0,0,0"
183A25,0x1136f60952fbf21,"1,0,0,0,1,0"
183A26,0x258c8520950572,"0,0,0,1,0,0"
183A27,0x9217331f6a49d3,"1,0,1,0,1,1"
183A28,0x27dd91f92739c2,"1,0,1,1,0,1"
183A29,0x12d953f8b3dd2da,"0,0,1,1,1,1"
183A30,0x889257afeeeafd,"0,0,1,1,1,1"
183A31,0x9c490b75b68a3a,"0,1,1,0,0,0"
183A32,0x3860d8cb3b0f06,"1,1,0,1,1,1"
183A33,0x1007dd03f27b1da,"0,0,1,0,0,0"
183A34,0x1403e86d25542cb,"1,0,1,1,1,1"
183A35,0x11684c5fc31f276,"0,0,1,0,1,1"
183A36,0x78ef4ed119ac79,"1,0,0,1,0,1"
183A37,0x12f373d71a676f1,"0,1,0,0,1,1"
183A38,0x3f4fc08b7b1626,"1,1,1,0,0,1"
183A39,0x25b55a828442e7,"0,0,0,0,0,1"
183A40,0x3f6cef5af70154,"1,0,0,1,0,1"
183A41,0x5431fa8ad89754,"0,1,0,0,1,1"
183A42,0x60f3d0da7361e0,"1,0,0,0,1,0"
183A43,0xd139c105ff6c43,"0,0,0,0,1,0"
183A44,0x649ad8030f1dc1,"0,1,0,1,1,0"
183A45,0xdaf3f15cf68502,"0,0,1,0,0,1"
183A46,0xd6583c554c0dcd,"1,0,1,0,0,0"
183A47,0x1033ae1f286a172,"1,1,0,1,1,0"
183A48,0x7092d692d93db3,"0,0,1,0,1,0"
183A49,0x1628bb4094e1e74,"1,1,0,0,1,0"
183C0,0x1111f7b14e38b76,"0,0,0,0,1,1"
183C1,0xa802823d82a982,"1,0,0,1,1,1"
183C2,0xba7a85e7b514d2,"0,0,0,0,1,1"
183C3,0x12bddeeed1145e1,"1,0,0,0,0,0"
183C4,0xbc7e6ca3b8647d,"1,0,0,1,1,1"
183C5,0x1246de193b42926,"1,1,1,1,0,0"
183C6,0x269c93c96d2555,"1,1,0,1,0,0"
183C7,0x140a90ffe9f8fec,"1,1,0,1,1,0"
183C8,0x12bb3e8a323ab4b,"0,0,1,0,1,1"
183C9,0xf3223479b72a28,"1,1,1,1,0,1"
183C10,0x1bef9fb725e4a,"0,0,0,1,1,1"
183C11,0x31766e617ac5bf,"0,0,1,0,1,0"
183C12,0x1617ba84fa78849,"1,1,0,1,1,0"
183C13,0x546f3e7371f0b1,"0,1,1,0,1,1"
183C14,0xe439812916924c,"0,1,1,0,0,1"
183C15,0xe967f076d8c5c,"1,0,1,1,1,1"
183C16,0x994bc7edc4ba6,"1,1,1,0,0,1"
183C17,0x5c16ecb3328fba,"0,0,0,1,1,1"
183C18,0xb6ee4382685e1,"0,1,1,0,1,0"
183C19,0xcea5bfa2dd07a9,"0,0,1,0,1,1"
183C20,0xc8d3c01f9660c,"1,0,1,0,1,0"
183C21,0x18b83ca997fad8,"1,0,0,0,1,1"
183C22,0xe90b0038fbc739,"0,1,1,0,0,1"
183C23,0xa6f413ad6ceea6,"0,0,0,0,0,1"
183C24,0xf5f282980a239,"0,0,1,1,0,0"
183C25,0x70d71ce4b40197,"1,0,0,0,0,0"
183C26,0xabaf7ed667f903,"0,1,1,1,1,0"
183C27,0xd738c1ea4a8428,"0,1,0,1,0,0"
183C28,0x9b9c3cbc91a149,"1,1,0,1,0,1"
183C29,0x454345b63bf701,"0,1,0,0,1,1"
183C30,0xb5ca6d3d193d72,"1,0,1,0,1,0"
183C31,0x6ac5f403e83fa5,"0,0,0,0,1,0"
183C32,0x99005a5f6a978f,"0,1,1,1,0,0"
183C33,0x7d90612e902cd8,"0,1,0,0,1,0"
183C34,0x13523d64b06a5fa,"0,0,1,1,0,1"
183C35,0x14fafe22247c31d,"0,0,0,0,1,1"
183C36,0x8cb6e2916555f1,"0,0,1,0,1,0"
183C37,0x6d32764a4b1ab,"1,1,0,1,0,1"
183C38,0x87925ce932dfcc,"1,1,0,1,1,1"
183C39,0x15345f5f43a3427,"1,0,0,1,1,0"
183C40,0x197bd7f7a1f107,"0,0,1,0,0,0"
183C41,0xa8b7fcbe4eb5d1,"0,0,1,0,0,0"
183C42,0xc3b6a93f4e1c1d,"1,0,1,1,0,0"
183C43,0x161ecd7a990536,"1,1,1,0,1,1"
183C44,0x9bb4cfc9430a85,"1,0,1,0,0,1"
183C45,0x975b75c8c302a5,"1,0,1,1,1,1"
183C46,0x13f2bbae4359e81,"0,1,0,0,1,1"
183C47,0xfae5e72eb56c8b,"1,1,0,1,1,0"
183C48,0xd865e9f11872ed,"0,1,1,0,0,1"
183C49,0xe398f2b04eb9ea,"1,0,1,0,1,1"
191B0,0x8ef55d25354f58,"1,1,0,0,1,1"
191B1,0x8168c020623d3a,"1,0,1,0,0,0"
191B2,0x4e0171a1764718,"0,1,0,0,1,0"
191B3,0x3d60cc16ca6e89,"1,1,0,1,1,1"
191B4,0x14dba3759163986,"0,1,1,0,1,0"
191B5,0x99bf56e674b48e,"0,1,1,0,0,1"
191B6,0x13ac9cbee82e618,"1,0,1,1,0,0"
191B7,0x7fcf2868d56379,"0,0,1,0,1,1"
191B8,0x5cf59103fc24e,"1,0,1,0,1,0"
191B9,0x258863ab24b127,"0,0,1,0,1,0"
191B10,0xa72d3aad330a65,"0,0,0,0,1,0"
191B11,0xe0ea0f84e7d75b,"1,0,1,1,1,0"
191B12,0x54cd90b7c7b473,"0,0,0,0,0,1"
191B13,0xd982da44531846,"0,1,0,1,0,0"
191B14,0x9ae58fdd4bf1c1,"0,1,0,1,1,1"
191B15,0xd99b448720d8e2,"1,0,1,1,0,0"
191B16,0x1773048c7aa920,"1,1,0,0,0,1"
191B17,0x7fbab65127ae67,"1,0,1,0,0,1"
191B18,0x2026bbc182abd2,"0,0,1,1,0,1"
191B19,0xa416ad4d87d3a6,"0,1,0,0,1,0"
191B20,0x3cd148a759669b,"1,1,0,1,1,1"
191B21,0xa5e0805feb36c5,"0,0,1,1,1,1"
